"Root","WER","CER","SpeakerID","Component","Age","Gender","BirthPlace"
"fn000376",0.1771217733621597,0.0707648321986198,"N000161","comp-p","14.0","M","NL"
"fv160193",0.5952380895614624,0.3066037595272064,"V000195","comp-p","11.0","F","BEL"
"fv170179",0.3291428685188293,0.1427278965711593,"V000195","comp-q","11.0","F","BEL"
"fv160147",0.1029748320579528,0.0353116355836391,"V000155","comp-q","75.0","M","BEL"
"fv160146",0.224137932062149,0.0891141965985298,"V000155","comp-p","75.0","M","BEL"
"fn000142",0.230158731341362,0.0872092992067337,"N000066","comp-p","11.0","M","NL"
"fn000143",0.1780366003513336,0.0745974332094192,"N000066","comp-q","11.0","M","NL"
"fv170012",0.342797040939331,0.1474673151969909,"V000022","comp-q","18.0","M","AL"
"fn000381",0.2010989040136337,0.0873462557792663,"N000162","comp-q","15.0","M","NL"
"fn000380",0.2988505661487579,0.1466083079576492,"N000162","comp-p","15.0","M","NL"
"fv160023",0.1461538523435592,0.0695915296673774,"V000026","comp-p","14.0","F","BEL"
"fv170024",0.1227272748947143,0.0417789742350578,"V000026","comp-q","14.0","F","BEL"
"fv160212",0.1971831023693084,0.0919191911816597,"V000225","comp-p","65.0","F","BEL"
"fv170205",0.0601415112614631,0.0174634363502264,"V000225","comp-q","65.0","F","BEL"
"fn000848",0.517602264881134,0.2313515543937683,"N000329","comp-q","28.0","F","CHN"
"fn000104",0.2175480723381042,0.0900254547595977,"N000049","comp-q","10.0","F","NL"
"fn000103",0.3984962403774261,0.1836158186197281,"N000049","comp-p","10.0","F","NL"
"fv170072",0.1532625257968902,0.0655538663268089,"V000101","comp-q","12.0","M","BEL"
"fv170119",0.1705498546361923,0.0637595579028129,"V000133","comp-q","11.0","M","BEL"
"fn000521",0.1602836847305297,0.0668762475252151,"N000202","comp-q","8.0","F","NL"
"fn000520",0.1832460761070251,0.0589410588145256,"N000202","comp-p","8.0","F","NL"
"fn100083",0.141078844666481,0.0427807494997978,"N100021","comp-p","68.0","F","NL"
"fn100084",0.0310701951384544,0.0095057031139731,"N100021","comp-q","68.0","F","NL"
"fv160095",0.4433497488498688,0.2925311326980591,"V000111","comp-p","81.0","F","BEL"
"fv170090",0.1649694442749023,0.0604078508913517,"V000111","comp-q","81.0","F","BEL"
"fv160197",0.5839415788650513,0.3446327745914459,"V000210","comp-p","14.0","M","BEL"
"fv170178",0.2000000029802322,0.0957354232668876,"V000210","comp-q","14.0","M","BEL"
"fv170181",0.1459731608629226,0.0542031824588775,"V000203","comp-q","11.0","M","BEL"
"fv170060",0.3333333432674408,0.1633507907390594,"V000071","comp-q","8.0","M","BEL"
"fv160061",0.5357142686843872,0.304964542388916,"V000071","comp-p","8.0","M","BEL"
"fn000790",0.515418529510498,0.2836752831935882,"N000303","comp-p","12.0","M","TUR"
"fn000791",0.4412416815757751,0.1974386274814605,"N000303","comp-q","12.0","M","TUR"
"fn100269",0.1060433313250541,0.0425170063972473,"N100065","comp-q","90.0","M","NL"
"fn100268",0.2783505022525787,0.1221682876348495,"N100065","comp-p","90.0","M","NL"
"fn000851",0.4473398625850677,0.1824394315481186,"N000330","comp-q","34.0","F","BRA"
"fn000850",0.3901098966598511,0.191314548254013,"N000330","comp-p","34.0","F","BRA"
"fv170203",0.07941834628582,0.0310559011995792,"V000214","comp-q","16.0","F","BEL"
"fv160198",0.22891566157341,0.0814977958798408,"V000214","comp-p","16.0","F","BEL"
"fn000546",0.190476194024086,0.0916615575551986,"N000210","comp-q","7.0","M","NL"
"fn000545",0.4166666567325592,0.1545253843069076,"N000210","comp-p","7.0","M","NL"
"fv170008",0.2850521504878998,0.1197339221835136,"V000014","comp-q","40.0","F","CO"
"fv160007",0.4614661633968353,0.2412347495555877,"V000014","comp-p","40.0","F","CO"
"fn100223",0.5878679752349854,0.3333333432674408,"N100051","comp-p","78.0","F","NL"
"fv170071",0.1062271073460578,0.0385726429522037,"V000100","comp-q","16.0","M","BEL"
"fv160074",0.2809523940086365,0.1304347813129425,"V000100","comp-p","16.0","M","BEL"
"fn000101",0.4000000059604645,0.1658206433057785,"N000048","comp-p","10.0","M","NL"
"fn000102",0.2839080393314361,0.1347345113754272,"N000048","comp-q","10.0","M","NL"
