"Root","WER","CER","SpeakerID","Component","Age","Gender","BirthPlace"
"fv160038",0.3485576808452606,0.1817752569913864,"V000052","comp-p","36.0","F","BEL"
"fv170038",0.1329609006643295,0.0475489161908626,"V000052","comp-q","36.0","F","BEL"
"fv160118",0.2906976640224457,0.147058829665184,"V000127","comp-p","9.0","M","BEL"
"fv170113",0.1903171986341476,0.0911510288715362,"V000127","comp-q","9.0","M","BEL"
"fv160217",0.2182835787534713,0.121309146285057,"V000230","comp-p","16.0","M","BEL"
"fv170208",0.1385597139596939,0.0616949163377285,"V000230","comp-q","16.0","M","BEL"
"fn000710",0.0529344081878662,0.0168335810303688,"N000272","comp-q","16.0","F","NL"
"fn000709",0.4329896867275238,0.1652173846960067,"N000272","comp-p","16.0","F","NL"
"fn100157",0.1202702671289444,0.0479343235492706,"N100036","comp-p","85.0","F","NL"
"fn100158",0.0379310362040996,0.0137770241126418,"N100036","comp-q","85.0","F","NL"
"fv170138",0.0464037135243415,0.0166738852858543,"V000151","comp-q","78.0","F","BEL"
"fv160135",0.3641975224018097,0.2126909494400024,"V000151","comp-p","78.0","F","BEL"
"fn000832",0.5470333099365234,0.2951061427593231,"N000322","comp-p","49.0","F","HKG"
"fn000833",0.4010695219039917,0.1844227463006973,"N000322","comp-q","49.0","F","HKG"
"fn000666",0.2040816396474838,0.0699865445494651,"N000254","comp-p","14.0","F","NL"
"fn000667",0.0847457647323608,0.0338235311210155,"N000254","comp-q","14.0","F","NL"
"fn000655",0.1109813079237937,0.0424477495253086,"N000248","comp-q","13.0","F","NL"
"fn000654",0.2761904895305633,0.086505189538002,"N000248","comp-p","13.0","F","NL"
"fn000631",0.4383561611175537,0.2002456933259964,"N000237","comp-q","14.0","F","POL"
"fn000630",0.5161290168762207,0.2175925970077514,"N000237","comp-p","14.0","F","POL"
"fn100304",0.0862656086683273,0.0405234284698963,"N100075","comp-q","91.0","F","NL"
"fn100303",0.2850241661071777,0.1459715664386749,"N100075","comp-p","91.0","F","NL"
"fv170137",0.1081703081727027,0.0357990078628063,"V000150","comp-q","82.0","F","BEL"
"fv160143",0.3455284535884857,0.1881422996520996,"V000150","comp-p","82.0","F","BEL"
"fv170057",0.1441774517297744,0.0539215691387653,"V000069","comp-q","9.0","F","BEL"
"fv160058",0.1370967775583267,0.062957540154457,"V000069","comp-p","9.0","F","BEL"
"fv170036",0.1686098724603653,0.0638837218284607,"V000043","comp-q","14.0","F","BEL"
"fv160036",0.3325358927249908,0.1629629582166671,"V000043","comp-p","14.0","F","BEL"
"fv160160",0.4635761678218841,0.2601398527622223,"V000170","comp-p","12.0","F","BEL"
"fn100164",0.1118421033024787,0.0542094446718692,"N100037","comp-q","88.0","F","NL"
"fn100160",0.2244094461202621,0.0978384539484977,"N100037","comp-p","88.0","F","NL"
"fv160129",0.3040540516376495,0.1564986705780029,"V000138","comp-p","10.0","F","BEL"
"fv170128",0.1239570900797844,0.0480398833751678,"V000138","comp-q","10.0","F","BEL"
"fv170039",0.1972111612558365,0.0772482678294181,"V000053","comp-q","45.0","F","BEL"
"fv160039",0.4930313527584076,0.2771428525447845,"V000053","comp-p","45.0","F","BEL"
"fn000618",0.5733333230018616,0.298288494348526,"N000233","comp-p","13.0","F","POL"
"fn000619",0.3666666746139526,0.1503564417362213,"N000233","comp-q","13.0","F","POL"
"fn000129",0.1315789520740509,0.0473151393234729,"N000061","comp-q","11.0","M","NL"
"fn000128",0.2517006695270538,0.1260923892259597,"N000061","comp-p","11.0","M","NL"
"fn000732",0.1393258422613144,0.0601725243031978,"N000279","comp-q","12.0","F","GBR"
"fn000731",0.2978723347187042,0.1426553726196289,"N000279","comp-p","12.0","F","GBR"
"fn000153",0.3649393618106842,0.1694736778736114,"N000071","comp-q","12.0","F","NL"
"fn000152",0.2435897439718246,0.1239368170499801,"N000071","comp-p","12.0","F","NL"
"fn000138",0.1545454561710357,0.0670016780495643,"N000073","comp-p","12.0","M","NL"
"fn000139",0.0756843835115432,0.0320821292698383,"N000073","comp-q","12.0","M","NL"
"fn000105",0.2064516097307205,0.0759951770305633,"N000050","comp-p","12.0","F","NL"
"fn000106",0.1475694477558136,0.0564686730504035,"N000050","comp-q","12.0","F","NL"
"fn100227",0.0910031050443649,0.0348995923995971,"N100052","comp-q","65.0","F","NL"
"fn100226",0.2705313861370086,0.1122448965907096,"N100052","comp-p","65.0","F","NL"
"fv170100",0.1385826766490936,0.0524003766477108,"V000114","comp-q","10.0","F","BEL"
"fv160105",0.3628318607807159,0.1860095411539077,"V000114","comp-p","10.0","F","BEL"
"fv160150",0.2903225719928741,0.1065493673086166,"V000165","comp-p","77.0","M","BEL"
"fv170146",0.1572254300117492,0.0604419410228729,"V000165","comp-q","77.0","M","BEL"
"fv170183",0.1341463476419448,0.0598854348063468,"V000208","comp-q","15.0","M","BEL"
"fv160191",0.3220339119434356,0.1459227502346038,"V000208","comp-p","15.0","M","BEL"
"fv170030",0.178438663482666,0.0705821737647056,"V000038","comp-q","16.0","M","BEL"
"fv160030",0.3157894611358642,0.1510989069938659,"V000038","comp-p","16.0","M","BEL"
"fn000760",0.5204872488975525,0.2070918977260589,"N000291","comp-q","16.0","F","ARM"
"fn000759",0.6507936716079712,0.3553191423416137,"N000291","comp-p","16.0","F","ARM"
"fv170069",0.1153846159577369,0.0459467358887195,"V000099","comp-q","13.0","F","BEL"
"fv160072",0.2672413885593414,0.15079365670681,"V000099","comp-p","13.0","F","BEL"
"fv170085",0.2216748744249344,0.0925795063376426,"V000106","comp-q","84.0","M","BEL"
"fv160090",0.2887700498104095,0.1441532224416732,"V000106","comp-p","84.0","M","BEL"
"fn100239",0.1419939547777176,0.0581395365297794,"N100056","comp-p","88.0","M","NL"
"fn100240",0.0195402298122644,0.0057337014004588,"N100056","comp-q","88.0","M","NL"
"fv170068",0.1319875717163086,0.0552995391190052,"V000104","comp-q","12.0","M","BEL"
"fv160071",0.1119403019547462,0.0610263533890247,"V000104","comp-p","12.0","M","BEL"
"fv170041",0.0819304138422012,0.0294798910617828,"V000055","comp-q","46.0","M","FR"
"fv160041",0.2804054021835327,0.1572528928518295,"V000055","comp-p","46.0","M","FR"
"fv160054",0.4285714328289032,0.2417582422494888,"V000067","comp-p","23.0","F","BEL"
"fv170053",0.2970027327537536,0.1213991791009903,"V000067","comp-q","23.0","F","BEL"
"fn000767",0.2926829159259796,0.1151385903358459,"N000294","comp-p","13.0","M","TUR"
"fn000768",0.2291904240846634,0.0787184387445449,"N000294","comp-q","13.0","M","TUR"
"fn000885",0.3592551946640014,0.1725986301898956,"N000346","comp-q","40.0","F","MYS"
"fn000884",0.8235294222831726,0.5615763664245605,"N000346","comp-p","40.0","F","MYS"
"fv160050",0.5362318754196167,0.3093145787715912,"V000058","comp-p","30.0","F","FR"
"fn000762",0.3945435583591461,0.1533742398023605,"N000292","comp-q","16.0","F","IRQ"
"fn000761",0.4792626798152923,0.2591911852359772,"N000292","comp-p","16.0","F","IRQ"
"fn000746",0.417391300201416,0.1822429895401001,"N000285","comp-p","15.0","M","USA"
"fn000747",0.443155437707901,0.2071756720542907,"N000285","comp-q","15.0","M","USA"
"fn000839",0.9339080452919006,0.4809304773807525,"N000325","comp-p","49.0","M","AFG"
"fn000840",0.7261785268783569,0.3620656132698059,"N000325","comp-q","49.0","M","AFG"
"fv160206",0.289473682641983,0.1307947039604187,"V000215","comp-p","8.0","M","BEL"
"fv160205",0.1953290849924087,0.0822397172451019,"V000215","comp-q","8.0","M","BEL"
"fn000823",0.4606741666793823,0.2421453446149826,"N000319","comp-p","35.0","M","MAR"
"fn000824",0.1516533643007278,0.0581222064793109,"N000319","comp-q","35.0","M","MAR"
"fv170061",0.0584269650280475,0.0228744074702262,"V000074","comp-q","11.0","F","BEL"
"fv160062",0.1009615361690521,0.0421455949544906,"V000074","comp-p","11.0","F","BEL"
"fv160125",0.4395393431186676,0.2486569434404373,"V000135","comp-p","10.0","M","BEL"
"fv170125",0.3070866167545318,0.1484743654727935,"V000135","comp-q","10.0","M","BEL"
"fn000820",0.5111111402511597,0.2527472674846649,"N000318","comp-p","13.0","M","THA"
"fn000821",0.3464658260345459,0.1500000059604644,"N000318","comp-q","13.0","M","THA"
"fn000727",0.25,0.1080617532134056,"N000277","comp-p","12.0","F","NL"
"fn000728",0.136114165186882,0.0561475418508052,"N000277","comp-q","12.0","F","NL"
"fn100180",0.5530303120613098,0.304411768913269,"N100041","comp-p","78.0","F","NL"
"fn100193",0.1679999977350235,0.0757510736584663,"N100041","comp-q","78.0","F","NL"
"fv170076",0.3626062273979187,0.1860313266515731,"V000089","comp-q","7.0","M","BEL"
"fv170184",0.1940463036298751,0.092445969581604,"V000209","comp-q","15.0","M","BEL"
"fv160185",0.3716814219951629,0.2097053676843643,"V000209","comp-p","15.0","M","BEL"
"fn000881",0.5541922450065613,0.2159643471240997,"N000344","comp-q","34.0","M","COG"
"fn000880",0.6308316588401794,0.3034597635269165,"N000344","comp-p","34.0","M","COG"
"fn000860",0.4501679837703705,0.179009735584259,"N000334","comp-q","26.0","M","MAR"
"fn000859",0.6443418264389038,0.3302497565746307,"N000334","comp-p","26.0","M","MAR"
"fn000649",0.093891404569149,0.0311710201203823,"N000245","comp-q","16.0","F","NL"
"fn000648",0.3058823645114898,0.1398058235645294,"N000245","comp-p","16.0","F","NL"
"fn100212",0.8898026347160339,0.61042720079422,"N100048","comp-p","94.0","M","NL"
"fn100213",0.8350649476051331,0.5619422793388367,"N100048","comp-q","94.0","M","NL"
"fv160113",0.2477064281702041,0.1107266470789909,"V000122","comp-p","8.0","M","BEL"
"fv170108",0.1478743106126785,0.0572289153933525,"V000122","comp-q","8.0","M","BEL"
"fv170173",0.2593856751918793,0.1091992035508155,"V000188","comp-q","12.0","M","BEL"
"fv160175",0.4651162922382355,0.2342342287302017,"V000188","comp-p","12.0","M","BEL"
"fn100065",0.0922721996903419,0.0353642962872982,"N100015","comp-q","65.0","M","NL"
"fn100064",0.3625730872154236,0.1801596283912658,"N100015","comp-p","65.0","M","NL"
"fv170065",0.2336956560611724,0.1133982017636299,"V000078","comp-q","7.0","M","BEL"
"fv160066",0.5542857050895691,0.2653799653053283,"V000078","comp-p","7.0","M","BEL"
"fn000661",0.0472895056009292,0.016481164842844,"N000251","comp-q","13.0","M","NL"
"fn000660",0.4571428596973419,0.2051755934953689,"N000251","comp-p","13.0","M","NL"
"fn000086",0.5875486135482788,0.3726993799209595,"N000041","comp-p","10.0","M","NL"
"fn000087",0.1334792077541351,0.0546940490603446,"N000041","comp-q","10.0","M","NL"
"fn100166",0.3218884170055389,0.1578073054552078,"N100038","comp-p","75.0","F","NL"
"fn100167",0.1040723994374275,0.0448515489697456,"N100038","comp-q","75.0","F","NL"
"fn000524",0.1625282168388366,0.0609215758740901,"N000203","comp-q","8.0","F","NL"
"fn000523",0.4111111164093017,0.1589958220720291,"N000203","comp-p","8.0","F","NL"
"fv170021",0.1358792185783386,0.0495131202042102,"V000028","comp-q","15.0","F","BEL"
"fv160020",0.2762762904167175,0.1465621292591095,"V000028","comp-p","15.0","F","BEL"
"fv160024",0.2471910119056701,0.1046686768531799,"V000031","comp-p","13.0","M","BEL"
"fv170025",0.1839495003223419,0.0719120129942894,"V000031","comp-q","13.0","M","BEL"
"fn000842",0.3510158061981201,0.118199273943901,"N000326","comp-q","47.0","F","RUS"
"fn000841",0.4316239356994629,0.1738055944442749,"N000326","comp-p","47.0","F","RUS"
"fv160168",0.2746478915214538,0.1265306174755096,"V000182","comp-p","17.0","M","BEL"
"fv170171",0.26276695728302,0.1188466921448707,"V000182","comp-q","17.0","M","BEL"
"fn000691",0.3091095089912414,0.1163385808467865,"N000263","comp-q","34.0","F","POL"
"fn000690",0.2586206793785095,0.1218441277742385,"N000263","comp-p","34.0","F","POL"
"fn000062",0.11675675958395,0.0455216020345687,"N000029","comp-q","10.0","M","NL"
"fn000061",0.3257575631141662,0.1260162591934204,"N000029","comp-p","10.0","M","NL"
"fn000696",0.1223103031516075,0.0522655434906482,"N000265","comp-q","13.0","M","NL"
"fn000695",0.2340425550937652,0.1031894907355308,"N000265","comp-p","13.0","M","NL"
"fn000536",0.4166666567325592,0.1860465109348297,"N000207","comp-p","10.0","M","NL"
"fn000537",0.2122335433959961,0.0973834693431854,"N000207","comp-q","10.0","M","NL"
"fv170111",0.2322097420692443,0.101876676082611,"V000125","comp-q","9.0","F","BEL"
"fv160116",0.2714285850524902,0.1578249335289001,"V000125","comp-p","9.0","F","BEL"
"fv170022",0.2033613473176956,0.0805884227156639,"V000029","comp-q","15.0","F","BEL"
"fv160021",0.229813665151596,0.107940450310707,"V000029","comp-p","15.0","F","BEL"
"fv170155",0.2274096459150314,0.0937311649322509,"V000169","comp-q","12.0","F","BEL"
"fv160159",0.4257425665855407,0.23471400141716,"V000169","comp-p","12.0","F","BEL"
"fn000123",0.1861804276704788,0.0888373926281929,"N000058","comp-q","9.0","F","NL"
"fn000122",0.3063829839229584,0.1507293283939361,"N000058","comp-p","9.0","F","NL"
"fv160059",0.3984375,0.1788375526666641,"V000072","comp-p","8.0","F","BEL"
"fv170058",0.1493383795022964,0.0646273121237754,"V000072","comp-q","8.0","F","BEL"
"fn000714",0.4072398245334625,0.2422586530447006,"N000273","comp-p","16.0","F","NL"
"fn000715",0.1098654717206955,0.0506382100284099,"N000273","comp-q","16.0","F","NL"
"fn100067",0.0945945978164672,0.0338123403489589,"N100018","comp-p","68.0","F","NL"
"fn100068",0.0477855466306209,0.0164459627121686,"N100018","comp-q","68.0","F","NL"
"fv160178",0.3779069781303406,0.1978798657655716,"V000185","comp-p","14.0","M","BEL"
"fv170162",0.1808346211910247,0.0759065747261047,"V000185","comp-q","14.0","M","BEL"
"fn000050",0.1978022009134292,0.0701754391193389,"N000026","comp-p","8.0","M","NL"
"fn000051",0.2489208579063415,0.1326470524072647,"N000026","comp-q","8.0","M","NL"
"fn000621",0.5046728849411011,0.259194403886795,"N000234","comp-p","13.0","M","AFG"
"fn000622",0.3089887499809265,0.1062812432646751,"N000234","comp-q","13.0","M","AFG"
"fn100272",0.2930672168731689,0.1438053101301193,"N100067","comp-q","78.0","M","NL"
"fn100271",0.4324324429035187,0.2496551722288131,"N100067","comp-p","78.0","M","NL"
"fn000702",0.0808656066656112,0.0341173969209194,"N000268","comp-q","15.0","M","NL"
"fn000701",0.2183908075094223,0.0766208246350288,"N000268","comp-p","15.0","M","NL"
"fv170034",0.1868544667959213,0.0775603726506233,"V000041","comp-q","15.0","M","BEL"
"fv160034",0.3333333432674408,0.1597869545221328,"V000041","comp-p","15.0","M","BEL"
"fn100178",0.158075600862503,0.0657136738300323,"N100040","comp-q","76.0","F","NL"
"fn100177",0.3918918967247009,0.2271441966295242,"N100040","comp-p","76.0","F","NL"
"fv160026",0.5197740197181702,0.2716763019561767,"V000034","comp-p","15.0","M","BEL"
"fv170099",0.4965035021305084,0.2632013261318207,"V000112","comp-q","9.0","F","BEL"
"fv160004",0.6126428842544556,0.3280041813850403,"V000009","comp-p","29.0","M","KR"
"fv170005",0.2172413766384124,0.0860354527831077,"V000009","comp-q","29.0","M","KR"
"fn100319",0.2169811278581619,0.1064665094017982,"N100080","comp-p","74.0","F","NL"
"fn100320",0.0320733115077018,0.0124735729768872,"N100080","comp-q","74.0","F","NL"
"fv170070",0.1370967775583267,0.0502434708178043,"V000103","comp-q","14.0","F","BEL"
"fv160073",0.1935483813285827,0.0740181282162666,"V000103","comp-p","14.0","F","BEL"
"fn000707",0.1956521719694137,0.0655737668275833,"N000271","comp-p","16.0","F","NL"
"fn000708",0.0737797990441322,0.026227444410324,"N000271","comp-q","16.0","F","NL"
"fn000887",0.3020277619361877,0.107258066534996,"N000347","comp-q","36.0","M","TUR"
"fn000886",0.3478260934352875,0.1456888020038604,"N000347","comp-p","36.0","M","TUR"
"fv160121",0.3846153914928436,0.1557376980781555,"V000130","comp-p","8.0","F","BEL"
"fv170116",0.2522123754024505,0.1158798262476921,"V000130","comp-q","8.0","F","BEL"
"fn000809",0.4757505655288696,0.2256456762552261,"N000312","comp-q","15.0","M","IRQ"
"fn000808",0.7395833134651184,0.3510436415672302,"N000312","comp-p","15.0","M","IRQ"
"fv160003",0.4906542003154754,0.2608277201652527,"V000008","comp-p","51.0","F","BEL"
"fv170004",0.3117709457874298,0.1302277445793151,"V000008","comp-q","51.0","F","BEL"
"fv160080",0.350649356842041,0.1822849810123443,"V000088","comp-p","7.0","F","BEL"
"fv170075",0.1869328469038009,0.0966420993208885,"V000088","comp-q","7.0","F","BEL"
"fn000107",0.2342342287302017,0.1233964562416076,"N000054","comp-p","11.0","F","NL"
"fn000108",0.1669381111860275,0.0616019554436206,"N000054","comp-q","11.0","F","NL"
"fn000071",0.3647798597812652,0.2018348574638366,"N000034","comp-p","8.0","F","NL"
"fn000073",0.2034482806921005,0.0829216688871383,"N000034","comp-q","8.0","F","NL"
"fn000694",0.4070706963539123,0.1506717801094055,"N000264","comp-q","29.0","F","IRQ"
"fn000693",0.5411764979362488,0.3592715263366699,"N000264","comp-p","29.0","F","IRQ"
"fn000059",0.4845360815525055,0.2705338895320892,"N000028","comp-p","10.0","M","NL"
"fn000060",0.2451708763837814,0.121484138071537,"N000028","comp-q","10.0","M","NL"
"fv170187",0.3441295623779297,0.1571782231330871,"V000202","comp-q","10.0","F","BEL"
"fn100263",0.1917808204889297,0.0867064371705055,"N100063","comp-q","78.0","F","NL"
"fn100262",0.288389503955841,0.1168359965085983,"N100063","comp-p","78.0","F","NL"
"fv170157",0.1720867156982422,0.0775499492883682,"V000171","comp-q","15.0","F","AL"
"fv160161",0.3139534890651703,0.1635944694280624,"V000171","comp-p","15.0","F","AL"
"fn000675",0.1490329951047897,0.0638523548841476,"N000258","comp-q","15.0","M","NL"
"fn000674",0.3376623392105102,0.1834170818328857,"N000258","comp-p","15.0","M","NL"
"fv170078",0.1923076957464218,0.0899849385023117,"V000091","comp-q","8.0","F","BEL"
"fv160083",0.2358490526676178,0.1125703528523445,"V000091","comp-p","8.0","F","BEL"
"fv160196",0.3626373708248138,0.2359081357717514,"V000206","comp-p","14.0","M","BEL"
"fv170188",0.3248587548732757,0.1528822034597396,"V000206","comp-q","14.0","M","BEL"
"fn000116",0.3916666805744171,0.2084690481424331,"N000055","comp-p","9.0","M","NL"
"fn000117",0.2050420194864273,0.0889197662472724,"N000055","comp-q","9.0","M","NL"
"fv170195",0.1718538552522659,0.0603081844747066,"V000217","comp-q","9.0","F","BEL"
"fv160209",0.4308943152427673,0.2325228005647659,"V000217","comp-p","9.0","F","BEL"
"fv160110",0.3055555522441864,0.1784776896238327,"V000119","comp-p","8.0","M","BEL"
"fn000587",0.4674556255340576,0.2365714311599731,"N000223","comp-p","16.0","F","ZAF"
"fn000588",0.2808870077133178,0.1143372058868408,"N000223","comp-q","16.0","F","ZAF"
"fn000750",0.4837261438369751,0.2231884002685547,"N000286","comp-q","17.0","F","CHN"
"fn000749",0.7317073345184326,0.4831730723381042,"N000286","comp-p","17.0","F","CHN"
"fv170055",0.2366325408220291,0.0949217900633812,"V000064","comp-q","33.0","F","BEL"
"fv160056",0.5542725324630737,0.3254786431789398,"V000064","comp-p","33.0","F","BEL"
"fn000846",0.3581932783126831,0.1340103596448898,"N000328","comp-q","27.0","F","RUS"
"fn000845",0.4523809552192688,0.2305647879838943,"N000328","comp-p","27.0","F","RUS"
"fn000600",0.2939958572387695,0.1254173666238784,"N000227","comp-q","17.0","F","IDN"
"fn000599",0.4640287756919861,0.2439886778593063,"N000227","comp-p","17.0","F","IDN"
"fn000594",0.6381502747535706,0.3217703402042389,"N000225","comp-q","16.0","M","NGA"
"fn000593",0.7898550629615784,0.4833091497421264,"N000225","comp-p","16.0","M","NGA"
"fn000830",0.2470205873250961,0.0997959151864051,"N000321","comp-q","44.0","F","CHN"
"fn000829",0.3517588078975677,0.1851099878549575,"N000321","comp-p","44.0","F","CHN"
"fv170081",0.1787280738353729,0.0722175016999244,"V000094","comp-q","9.0","M","BEL"
"fv160086",0.3675213754177093,0.1592356711626052,"V000094","comp-p","9.0","M","BEL"
"fv170107",0.1180981621146202,0.0438778549432754,"V000121","comp-q","11.0","M","BEL"
"fv160112",0.3846153914928436,0.1840796023607254,"V000121","comp-p","11.0","M","BEL"
"fv160169",0.4000000059604645,0.1894484460353851,"V000193","comp-p","11.0","M","BEL"
"fv170174",0.4432234466075897,0.220969557762146,"V000193","comp-q","11.0","M","BEL"
"fv170206",0.1640058010816574,0.066334992647171,"V000228","comp-q","73.0","M","BEL"
"fv160211",0.383877158164978,0.2032927721738815,"V000228","comp-p","73.0","M","BEL"
"fn100130",0.4833759665489197,0.2768995463848114,"N100029","comp-p","76.0","M","NL"
"fn100131",0.315673291683197,0.1574753671884536,"N100029","comp-q","76.0","M","NL"
"fn000658",0.252427190542221,0.0932358354330062,"N000250","comp-p","13.0","F","NL"
"fn000659",0.0951834842562675,0.036863412708044,"N000250","comp-q","13.0","F","NL"
"fv160183",0.614814817905426,0.334323912858963,"V000207","comp-p","16.0","M","TH"
"fv170190",0.4495114088058471,0.2095808386802673,"V000207","comp-q","16.0","M","TH"
"fn100257",0.1240045502781868,0.0484348572790622,"N100061","comp-q","84.0","F","NL"
"fn100256",0.3710292279720306,0.212414875626564,"N100061","comp-p","84.0","F","NL"
"fv160213",0.2033195048570633,0.0876007303595542,"V000227","comp-q","87.0","F","BEL"
"fv160214",0.5542168617248535,0.2757894694805145,"V000227","comp-p","87.0","F","BEL"
"fv170143",0.1797297298908233,0.0666160061955452,"V000152","comp-q","84.0","M","BEL"
"fv160134",0.3220339119434356,0.1406959146261215,"V000152","comp-p","84.0","M","BEL"
"fv160047",0.2743362784385681,0.1502683311700821,"V000050","comp-p","13.0","F","BEL"
"fv170047",0.1356628984212875,0.0502000004053115,"V000050","comp-q","13.0","F","BEL"
"fv170014",0.2699662446975708,0.1083458513021469,"V000019","comp-q","40.0","M","BEL"
"fn100295",0.1214528977870941,0.0469968393445014,"N100072","comp-q","92.0","M","NL"
"fn100294",0.4197530746459961,0.1948955953121185,"N100072","comp-p","92.0","M","NL"
"fn000643",0.0845714285969734,0.0279601775109767,"N000242","comp-q","12.0","M","NL"
"fn000642",0.2000000029802322,0.0441988967359066,"N000242","comp-p","12.0","M","NL"
"fn000685",0.4662447273731231,0.1928223818540573,"N000261","comp-q","26.0","M","MAR"
"fn000684",0.6325459480285645,0.3384700119495392,"N000261","comp-p","26.0","M","MAR"
"fv160180",0.2750000059604645,0.1172214150428772,"V000186","comp-p","16.0","F","BEL"
"fv170168",0.1496212184429168,0.0584928877651691,"V000186","comp-q","16.0","F","BEL"
"fn000579",0.4138613939285278,0.1895193010568618,"N000220","comp-q","16.0","F","NLD"
"fn000578",0.5169491767883301,0.2718120813369751,"N000220","comp-p","16.0","F","NLD"
"fn100306",0.4040968418121338,0.2138245403766632,"N100076","comp-p","74.0","M","NL"
"fn100307",0.1378923803567886,0.0624089874327182,"N100076","comp-q","74.0","M","NL"
"fn000816",0.3719806671142578,0.2052274942398071,"N000316","comp-p","13.0","M","POL"
"fn000817",0.465042382478714,0.2051126062870025,"N000316","comp-q","13.0","M","POL"
"fn000807",0.2794457376003265,0.112594187259674,"N000311","comp-q","15.0","M","ROU"
"fn000806",0.3733333349227905,0.1833122670650482,"N000311","comp-p","15.0","M","ROU"
"fn000882",0.6789297461509705,0.4082551598548889,"N000345","comp-p","29.0","F","PHL"
"fn000883",0.4758155345916748,0.1736616641283035,"N000345","comp-q","29.0","F","PHL"
"fv170109",0.1728624552488327,0.0837917923927307,"V000123","comp-q","8.0","M","BEL"
"fv160114",0.1917808204889297,0.0782396122813224,"V000123","comp-p","8.0","M","BEL"
"fn000036",0.7200000286102295,0.4259259402751922,"N000019","comp-p","23.0","M","CZE"
"fn000037",0.512898325920105,0.2189957648515701,"N000019","comp-q","23.0","M","CZE"
"fn000602",0.2857142984867096,0.1012311875820159,"N000228","comp-p","14.0","F","NLD"
"fn000603",0.1747572869062423,0.0700880289077758,"N000228","comp-q","14.0","F","NLD"
"fn000548",0.2413793057203292,0.1033950597047805,"N000211","comp-p","7.0","M","NL"
"fn000549",0.2576271295547485,0.1182834506034851,"N000211","comp-q","7.0","M","NL"
"fn000132",0.209999993443489,0.0697674453258514,"N000062","comp-p","11.0","F","NL"
"fn000133",0.2034682035446167,0.0775419026613235,"N000062","comp-q","11.0","F","NL"
"fn100141",0.2505263090133667,0.1233243942260742,"N100032","comp-q","85.0","F","NL"
"fn000753",0.5555555820465088,0.3157894611358642,"N000288","comp-p","13.0","F","LKA"
"fn000754",0.4766558110713959,0.2136805057525634,"N000288","comp-q","13.0","F","LKA"
"fn000892",0.6056803464889526,0.3479705452919006,"N000350","comp-p","44.0","M","GMB"
"fn000893",0.5036344528198242,0.2188954055309295,"N000350","comp-q","44.0","M","GMB"
"fn000527",0.2682926952838897,0.1227272748947143,"N000204","comp-p","8.0","M","NL"
"fn000154",0.3105590045452118,0.144943818449974,"N000072","comp-p","13.0","M","NL"
"fn000155",0.0794702023267746,0.0329506807029247,"N000072","comp-q","13.0","M","NL"
"fn000868",0.274371862411499,0.0980015397071838,"N000338","comp-q","52.0","F","DZA"
"fn000867",0.3802395164966583,0.2064979672431945,"N000338","comp-p","52.0","F","DZA"
"fn000099",0.2310126572847366,0.1168495789170265,"N000047","comp-p","11.0","M","NL"
"fn000100",0.1404072940349578,0.0564198307693004,"N000047","comp-q","11.0","M","NL"
"fv170154",0.3169811367988586,0.1514677107334137,"V000168","comp-q","10.0","M","BEL"
"fv160158",0.7279999852180481,0.4301765561103821,"V000168","comp-p","10.0","M","BEL"
"fv160085",0.2638888955116272,0.1081794202327728,"V000093","comp-p","9.0","M","BEL"
"fv170080",0.2784503698348999,0.1189555153250694,"V000093","comp-q","9.0","M","BEL"
"fv160094",0.3409090936183929,0.1921126693487167,"V000110","comp-p","83.0","F","BEL"
"fv160204",0.4000000059604645,0.1635220199823379,"V000216","comp-p","8.0","F","BEL"
"fv170197",0.2960288822650909,0.1171875,"V000216","comp-q","8.0","F","BEL"
"fv170153",0.2972459495067596,0.1384479701519012,"V000167","comp-q","12.0","M","BEL"
"fv160157",0.4711538553237915,0.2673611044883728,"V000167","comp-p","12.0","M","BEL"
"fn100074",0.2783018946647644,0.1541155874729156,"N100019","comp-p","78.0","F","NL"
"fn100075",0.0665914192795753,0.02332847379148,"N100019","comp-q","78.0","F","NL"
"fv160064",0.1418918967247009,0.0662337690591812,"V000076","comp-p","10.0","M","BEL"
"fv170063",0.1255673170089721,0.050045222043991,"V000076","comp-q","10.0","M","BEL"
"fn000624",0.6256983280181885,0.3248618841171264,"N000235","comp-p","14.0","M","IRQ"
"fn000625",0.3993435502052307,0.1705743223428726,"N000235","comp-q","14.0","M","IRQ"
"fn000500",0.3540855944156647,0.1665500402450561,"N000196","comp-p","11.0","F","NL"
"fn000499",0.1182310432195663,0.0430630035698413,"N000196","comp-q","11.0","F","NL"
"fn000745",0.5151515007019043,0.2757569253444671,"N000284","comp-q","15.0","M","IRQ"
"fn000744",0.5975610017776489,0.2713004350662231,"N000284","comp-p","15.0","M","IRQ"
"fn100279",0.123059868812561,0.0489787422120571,"N100069","comp-q","85.0","F","NL"
"fn100278",0.3942652344703674,0.1985585540533065,"N100069","comp-p","85.0","F","NL"
"fv170132",0.1043890863656997,0.0419501140713691,"V000142","comp-q","10.0","M","BEL"
"fv160133",0.4432989656925201,0.21875,"V000142","comp-p","10.0","M","BEL"
"fv170159",0.3451327383518219,0.1751453429460525,"V000173","comp-q","11.0","F","BEL"
"fv160163",0.6000000238418579,0.3435980677604675,"V000173","comp-p","11.0","F","BEL"
"fn000377",0.1197339221835136,0.0441116131842136,"N000161","comp-q","14.0","M","NL"
